Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ecostep-vinyl-flooring-stones-s05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_stones_s05_vinyl_cushion_floor_3.jpg?v=1779041730,2,Ecostep Vinyl Flooring Stones S05,,,,,,,,
ecostep-vinyl-flooring-marble-s06,Ecostep Vinyl Flooring Marble S06,"<h2>Ecostep Vinyl Flooring Marble S06</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,74011ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_marble_s06_vinyl_cushion_floor_1.jpg?v=1779041729,1,Ecostep Vinyl Flooring Marble S06,false,Ecostep Vinyl Flooring Marble S06,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-marble-s06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_marble_s06_vinyl_cushion_floor_2.jpg?v=1779041729,2,Ecostep Vinyl Flooring Marble S06,,,,,,,,
texstep-pure-grey-960m-felt-back,Texstep Pure Grey 960M Felt Back,"<h2>Texstep Pure Grey 960M Felt Back</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69506ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_pure_grey_960m_felt_back_diner.jpg?v=1779041728,1,Texstep Pure Grey 960M Felt Back,false,Texstep Pure Grey 960M Felt Back,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
texstep-pure-grey-960m-felt-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_pure_grey_960m_felt_back_swatch.jpg?v=1779041728,2,Texstep Pure Grey 960M Felt Back,,,,,,,,
ecostep-vinyl-flooring-oak-havanna-613m,Ecostep Vinyl Flooring Oak Havanna 613M,"<h2>Ecostep Vinyl Flooring Oak Havanna 613M</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69495ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_oak_havanna_613m_vinyl_cushion_floor_diner.jpg?v=1779041727,1,Ecostep Vinyl Flooring Oak Havanna 613M,false,Ecostep Vinyl Flooring Oak Havanna 613M,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-oak-havanna-613m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_oak_havanna_613m_vinyl_cushion_floor_swatch.jpg?v=1779041726,2,Ecostep Vinyl Flooring Oak Havanna 613M,,,,,,,,
ultrafelt-vinyl-flooring-steel-grey-oak,Ultrafelt Vinyl Flooring Steel Grey Oak,"<h2>Ultrafelt Vinyl Flooring Steel Grey Oak</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,67891ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ultrafelt-steel-grey-oak-cushioned-vinyl-xl-lifestyle-1.jpg?v=1779041726,1,Ultrafelt Vinyl Flooring Steel Grey Oak,false,Ultrafelt Vinyl Flooring Steel Grey Oak,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ultrafelt-vinyl-flooring-steel-grey-oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ultrafelt-steel-grey-oak-cushioned-vinyl-xl-lifestyle-2.jpg?v=1779041726,2,Ultrafelt Vinyl Flooring Steel Grey Oak,,,,,,,,
texstep-real-oak-621l-felt-back,Texstep Real Oak 621L Felt Back,"<h2>Texstep Real Oak 621L Felt Back</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69500ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_real_oak_621l_felt_back_bedroom.jpg?v=1779041725,1,Texstep Real Oak 621L Felt Back,false,Texstep Real Oak 621L Felt Back,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
texstep-real-oak-621l-felt-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_real_oak_621l_felt_back_swatch.jpg?v=1779041725,2,Texstep Real Oak 621L Felt Back,,,,,,,,
ecostep-vinyl-flooring-urban-slate-909e,Ecostep Vinyl Flooring Urban Slate 909E,"<h2>Ecostep Vinyl Flooring Urban Slate 909E</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69492ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_urban_slate_909e_vinyl_cushion_floor_bathroom.jpg?v=1779041724,1,Ecostep Vinyl Flooring Urban Slate 909E,false,Ecostep Vinyl Flooring Urban Slate 909E,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-urban-slate-909e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_urban_slate_909e_vinyl_cushion_floor_swatch.jpg?v=1779041724,2,Ecostep Vinyl Flooring Urban Slate 909E,,,,,,,,
texstep-concrete-light-979m-felt-back,Texstep Concrete Light 979M Felt Back,"<h2>Texstep Concrete Light 979M Felt Back</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69513ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_concrete_light_979m_felt_back_bedroom.jpg?v=1779041723,1,Texstep Concrete Light 979M Felt Back,false,Texstep Concrete Light 979M Felt Back,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
texstep-concrete-light-979m-felt-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_concrete_light_979m_felt_back_swatch.jpg?v=1779041723,2,Texstep Concrete Light 979M Felt Back,,,,,,,,
ecostep-vinyl-flooring-golden-oak-006m,Ecostep Vinyl Flooring Golden Oak 006M,"<h2>Ecostep Vinyl Flooring Golden Oak 006M</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69489ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_golden_oak_006m_vinyl_cushion_floor_living_area.jpg?v=1779041722,1,Ecostep Vinyl Flooring Golden Oak 006M,false,Ecostep Vinyl Flooring Golden Oak 006M,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-golden-oak-006m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_golden_oak_006m_vinyl_cushion_floor_swatch.jpg?v=1779041722,2,Ecostep Vinyl Flooring Golden Oak 006M,,,,,,,,
ecostep-vinyl-flooring-lime-oak-949m,Ecostep Vinyl Flooring Lime Oak 949M,"<h2>Ecostep Vinyl Flooring Lime Oak 949M</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69494ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_lime_oak_949m_vinyl_cushion_floor_bedroom.jpg?v=1779041721,1,Ecostep Vinyl Flooring Lime Oak 949M,false,Ecostep Vinyl Flooring Lime Oak 949M,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-lime-oak-949m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_lime_oak_949m_vinyl_cushion_floor_swatch.jpg?v=1779041721,2,Ecostep Vinyl Flooring Lime Oak 949M,,,,,,,,
texstep-linen-mist-101s-felt-back,Texstep Linen Mist 101S Felt Back,"<h2>Texstep Linen Mist 101S Felt Back</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69514ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_linen_mist_101s_felt_back_kitchen.jpg?v=1779041720,1,Texstep Linen Mist 101S Felt Back,false,Texstep Linen Mist 101S Felt Back,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
texstep-linen-mist-101s-felt-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_linen_mist_101s_felt_back_swatch.jpg?v=1779041720,2,Texstep Linen Mist 101S Felt Back,,,,,,,,
texstep-cloud-oak-019s-felt-back,Texstep Cloud Oak 019S Felt Back,"<h2>Texstep Cloud Oak 019S Felt Back</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69507ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_cloud_oak_019s_felt_back_bedroom_1.jpg?v=1779041718,1,Texstep Cloud Oak 019S Felt Back,false,Texstep Cloud Oak 019S Felt Back,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
texstep-cloud-oak-019s-felt-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_cloud_oak_019s_felt_back_swatch.jpg?v=1779041718,2,Texstep Cloud Oak 019S Felt Back,,,,,,,,
ecostep-vinyl-flooring-mist-white-009s,Ecostep Vinyl Flooring Mist White 009S,"<h2>Ecostep Vinyl Flooring Mist White 009S</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69493ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_mist_white_009s_vinyl_cushion_floor_living_room.jpg?v=1779041718,1,Ecostep Vinyl Flooring Mist White 009S,false,Ecostep Vinyl Flooring Mist White 009S,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-mist-white-009s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_mist_white_009s_vinyl_cushion_floor_swatch.jpg?v=1779041718,2,Ecostep Vinyl Flooring Mist White 009S,,,,,,,,
plain-colours-solid-dark-grey-919d-vinyl-flooring,Plain Colours Solid Dark Grey 919D Vinyl Flooring,"<h2>Plain Colours Solid Dark Grey 919D Vinyl Flooring</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,68196ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/plain-colours-solid-dark-grey-919d-vinyl-flooring-xl-lifestyle-1.jpg?v=1779041716,1,Plain Colours Solid Dark Grey 919D Vinyl Flooring,false,Plain Colours Solid Dark Grey 919D Vinyl Flooring,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
plain-colours-solid-dark-grey-919d-vinyl-flooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/plain-colours-solid-dark-grey-919d-vinyl-flooring-xl-lifestyle-2.jpg?v=1779041716,2,Plain Colours Solid Dark Grey 919D Vinyl Flooring,,,,,,,,
ecostep-vinyl-flooring-akoke-901l,Ecostep Vinyl Flooring Akoke 901L,"<h2>Ecostep Vinyl Flooring Akoke 901L</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,73836ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep-akoke-901l-vinyl-cushion-floor-lifestyle-1.jpg?v=1779041715,1,Ecostep Vinyl Flooring Akoke 901L,false,Ecostep Vinyl Flooring Akoke 901L,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-akoke-901l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep-akoke-901l-vinyl-cushion-floor-lifestyle-2.jpg?v=1779041715,2,Ecostep Vinyl Flooring Akoke 901L,,,,,,,,
ecostep-vinyl-flooring-staple-oak-646e,Ecostep Vinyl Flooring Staple Oak 646E,"<h2>Ecostep Vinyl Flooring Staple Oak 646E</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,73833ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep-staple-oak-646e-vinyl-cushion-floor-lifestyle-5_1.jpg?v=1779041714,1,Ecostep Vinyl Flooring Staple Oak 646E,false,Ecostep Vinyl Flooring Staple Oak 646E,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-staple-oak-646e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep-staple-oak-646e-vinyl-cushion-floor-lifestyle-4_1.jpg?v=1779041714,2,Ecostep Vinyl Flooring Staple Oak 646E,,,,,,,,
ecostep-vinyl-flooring-grey-chic-977m,Ecostep Vinyl Flooring Grey Chic 977M,"<h2>Ecostep Vinyl Flooring Grey Chic 977M</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69490ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_grey_chic_977m_vinyl_cushion_floor_room.jpg?v=1779041714,1,Ecostep Vinyl Flooring Grey Chic 977M,false,Ecostep Vinyl Flooring Grey Chic 977M,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-grey-chic-977m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_grey_chic_977m_vinyl_cushion_floor_swatch.jpg?v=1779041714,2,Ecostep Vinyl Flooring Grey Chic 977M,,,,,,,,
ecostep-vinyl-flooring-black-white-019d,Ecostep Vinyl Flooring Black White 019D,"<h2>Ecostep Vinyl Flooring Black White 019D</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69295ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_black_white_019d_vinyl_cushion_floor_classic.jpg?v=1779041712,1,Ecostep Vinyl Flooring Black White 019D,false,Ecostep Vinyl Flooring Black White 019D,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ecostep-vinyl-flooring-black-white-019d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep-black-white-019-vinyl-cushion-floor-lifestyle-xl-5.jpg?v=1779041713,2,Ecostep Vinyl Flooring Black White 019D,,,,,,,,
plain-colours-solid-black-999e-vinyl-flooring,Plain Colours Solid Black 999E Vinyl Flooring,"<h2>Plain Colours Solid Black 999E Vinyl Flooring</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,68135ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/plain-colours-solid-black-999e-vinyl-flooring-xl-lifestyle-1.jpg?v=1779041711,1,Plain Colours Solid Black 999E Vinyl Flooring,false,Plain Colours Solid Black 999E Vinyl Flooring,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
plain-colours-solid-black-999e-vinyl-flooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/plain-colours-solid-black-999e-vinyl-flooring-xl-lifestyle-2.jpg?v=1779041711,2,Plain Colours Solid Black 999E Vinyl Flooring,,,,,,,,
plain-colours-solid-white-000s-vinyl-flooring,Plain Colours Solid White 000S Vinyl Flooring,"<h2>Plain Colours Solid White 000S Vinyl Flooring</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,67426ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/plain-colours-solid-white-000s-vinyl-flooring-xl-lifestyle-1_1.jpg?v=1779041710,1,Plain Colours Solid White 000S Vinyl Flooring,false,Plain Colours Solid White 000S Vinyl Flooring,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
plain-colours-solid-white-000s-vinyl-flooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/plain-colours-solid-white-000s-vinyl-flooring-xl-lifestyle-2_1.jpg?v=1779041710,2,Plain Colours Solid White 000S Vinyl Flooring,,,,,,,,
ultrafelt-vinyl-flooring-smoked-oak-plank,Ultrafelt Vinyl Flooring Smoked Oak Plank,"<h2>Ultrafelt Vinyl Flooring Smoked Oak Plank</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,67890ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ultrafelt_smoked_oak_plank_cushioned_vinyl_hall.jpg?v=1779041710,1,Ultrafelt Vinyl Flooring Smoked Oak Plank,false,Ultrafelt Vinyl Flooring Smoked Oak Plank,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
ultrafelt-vinyl-flooring-smoked-oak-plank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ultrafelt_smoked_oak_plank_cushioned_vinyl_swatch.jpg?v=1779041709,2,Ultrafelt Vinyl Flooring Smoked Oak Plank,,,,,,,,
texstep-concrete-dark-996d-felt-back,Texstep Concrete Dark 996D Felt Back,"<h2>Texstep Concrete Dark 996D Felt Back</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69512ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_concrete_dark_996d_felt_back_hall.jpg?v=1779041709,1,Texstep Concrete Dark 996D Felt Back,false,Texstep Concrete Dark 996D Felt Back,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
texstep-concrete-dark-996d-felt-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_concrete_dark_996d_felt_back_swatch.jpg?v=1779041708,2,Texstep Concrete Dark 996D Felt Back,,,,,,,,
texstep-white-haze-010l-felt-back,Texstep White Haze 010L Felt Back,"<h2>Texstep White Haze 010L Felt Back</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,69510ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_white_haze_010l_felt_back_bedroom.jpg?v=1779041708,1,Texstep White Haze 010L Felt Back,false,Texstep White Haze 010L Felt Back,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
texstep-white-haze-010l-felt-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/texstep_white_haze_010l_felt_back_swatch.jpg?v=1779041708,2,Texstep White Haze 010L Felt Back,,,,,,,,
ecostep-vinyl-flooring-new-evora-594,Ecostep Vinyl Flooring New Evora 594,"<h2>Ecostep Vinyl Flooring New Evora 594</h2><p>Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.</p>",Factory Direct Flooring,,Vinyl Flooring,vinyl-flooring,true,Title,Default Title,,,,,,,,74032ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_new_evora_594_vinyl_cushion_floor_3.jpg?v=1779041707,1,Ecostep Vinyl Flooring New Evora 594,false,Ecostep Vinyl Flooring New Evora 594,"Quality vinyl flooring from Factory Direct Flooring. Fully waterproof and extremely easy to clean. Ideal for kitchens, bathrooms and utility rooms. Available in a wide range of colours and styles.",,kg,,,active
